,name,crn,address1,address2,postTown,county,country,postcode,category,status,origin,accounts_lastMadeUpDate,accountCategory,returns_lastMadeUpDate,sic1,sic2,sic3,sic4,POSTCODE,POSTCODE2,POSTCODE_PCDS,LAT,LONG,LEP1,LEP2,COUNTY_CODE,COUNTY_DIST_CODE,WARD_CODE,website
201,SYNTHESYS SOFTWARE LIMITED,10668323,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,62012 - Business and domestic software development,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
202,SYNTHESYS SYSTEMS ENGINEERS LIMITED,02204802,62/63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,26/06/2016,62090 - Other information technology service activities,72190 - Other research and experimental development on natural sciences and engineering,"74909 - Other professional, scientific and technical activities n.e.c.",,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
203,TAKE FURNITURE LIMITED,02043702,62/63 WESTBOROUGH,SCARBOROUGH,,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/05/2017,,28/06/2016,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,http://www.brighthouse.co.uk/
204,TEAN INVESTMENTS LIMITED,09382137,62-63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/01/2017,TOTAL EXEMPTION FULL,09/01/2016,68209 - Other letting and operating of own or leased real estate,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
205,TELEHANDLER ENGINEERS LIMITED,09061259,62-63 WESTBOROUGH,,SCARBOROUGH,N YORKS,,YO11 1TS,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,29/05/2016,33170 - Repair and maintenance of other transport equipment n.e.c.,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
206,THE PENTHOUSE (SCARBOROUGH) LIMITED,05168580,62-63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/12/2016,,01/07/2015,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
207,THE PHOTOGRAPHIC ART COMPANY LIMITED,04390330,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,,22/02/2016,74201 - Portrait photographic activities,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,http://thephotographicartcompany.com/
208,THE PRINCE OF WALES APARTMENTS (SCARBOROUGH) LIMITED,03222388,WINN & CO CHARTERED ACCOUNTANTS,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,31/12/2016,,30/06/2015,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
209,THE VILLA (BENTCLIFFE GROVE) MANAGEMENT COMPANY LIMITED,06757742,62/63 WESTBOROUGH,,SCARBOROUGH,,ENGLAND,YO11 1TS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,30/11/2016,,25/11/2015,98000 - Residents property management,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
210,TONY PEERS LIMITED,08223635,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/08/2016,TOTAL EXEMPTION SMALL,21/09/2015,93290 - Other amusement and recreation activities n.e.c.,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
211,TRENTON (HULL) LIMITED,01796305,"62/63, WESTBOROUGH,",,SCARBOROUGH,NORTH YORKS,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/12/2016,FULL,31/12/2015,45111 - Sale of new cars and light motor vehicles,45112 - Sale of used cars and light motor vehicles,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
212,VALLEY MANAGEMENT COMPANY LIMITED,03378081,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/12/2016,,30/05/2016,74990 - Non-trading company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,http://www.nicholsons.uk.com/
213,VILLATONE LIMITED,03287947,62/63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,25/11/2015,68209 - Other letting and operating of own or leased real estate,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
214,WATERSIDE MEWS (LEEDS) MANAGEMENT COMPANY LIMITED,04189691,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,29/03/2016,98000 - Residents property management,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
215,WELBURN MANOR FARMS LIMITED,00847895,62-63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/01/2017,TOTAL EXEMPTION FULL,20/09/2015,"01110 - Growing of cereals (except rice), leguminous crops and oil seeds",,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
216,WEST PAVILLION (HEATH) LIMITED,07338659,62-63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/08/2017,,06/08/2015,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
217,WH DEVELOPMENTS LIMITED,10041447,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,NO ACCOUNTS FILED,,41202 - Construction of domestic buildings,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
218,WILMOORE AUTOMATICS LIMITED,03538049,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,,31/03/2016,56101 - Licensed restaurants,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
219,WINN & CO. (SCARBOROUGH) LIMITED,07949417,62-63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,28/02/2017,,14/02/2016,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
220,WINN & CO. (YORKSHIRE) LIMITED,03842415,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/05/2016,TOTAL EXEMPTION SMALL,29/08/2015,69201 - Accounting and auditing activities,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
221,WOODSIDE COURT (HORSFORTH) MANAGEMENT COMPANY LIMITED,05508907,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,14/07/2015,98000 - Residents property management,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
222,XG LTD,07932281,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,28/02/2017,,01/02/2016,"55300 - Recreational vehicle parks, trailer parks and camping grounds",,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
223,YAMESK LIMITED,08583902,62-63 WESTBOROUGH,,SCARBOROUGH,N YORKS,,YO11 1TS,Private Limited Company,Active,United Kingdom,30/06/2017,TOTAL EXEMPTION FULL,25/06/2016,68209 - Other letting and operating of own or leased real estate,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
224,YORKSHIRE PAPER CONVERTERS LIMITED,00932904,62/63 WESTBOROUGH,SCARBOROUGH,,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/12/2016,SMALL,04/11/2015,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
225,YORKSHIRE PREMIER FINANCIAL SERVICES LIMITED,00862099,61 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/05/2017,,18/08/2015,64999 - Financial intermediation not elsewhere classified,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,http://www.ypfs.co.uk/
226,YORKSHIRE PROVINCIAL PROPERTIES LIMITED,00817331,62/63 WESTBOROUGH,SCARBOROUGH,NORTH YORKS,,,YO11 1TS,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,27/01/2016,68209 - Other letting and operating of own or leased real estate,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
227,10 ROYAL CRESCENT (WHITBY) MANAGEMENT COMPANY LIMITED,04549016,10 ROYAL CRESCENT,WHITBY,NORTH YORKSHIRE,,,YO21 3EJ,Private Limited Company,Active,United Kingdom,30/09/2016,,30/09/2015,98000 - Residents property management,,,,YO213EJ,YO21 3EJ,YO21 3EJ,54.489364,-0.6202439999999999,E37000039,,E10000023,E07000168,E05006340,http://www.yorkshireholidaycottages.co.uk/
228,11 ROYAL CRESCENT WHITBY MANAGEMENT LIMITED,03857502,11 ROYAL CRESCENT,WHITBY,YORKSHIRE,,,YO21 3EJ,Private Limited Company,Active,United Kingdom,31/10/2016,TOTAL EXEMPTION FULL,12/10/2015,98000 - Residents property management,,,,YO213EJ,YO21 3EJ,YO21 3EJ,54.489364,-0.6202439999999999,E37000039,,E10000023,E07000168,E05006340,Website not found
229,LANGLEY FLATS MANAGEMENT COMPANY LIMITED,05582496,15 ROYAL CRESCENT,WHITBY,NORTH YORKSHIRE,,,YO21 3EJ,Private Limited Company,Active,United Kingdom,31/10/2016,TOTAL EXEMPTION SMALL,04/10/2015,98000 - Residents property management,,,,YO213EJ,YO21 3EJ,YO21 3EJ,54.489364,-0.6202439999999999,E37000039,,E10000023,E07000168,E05006340,Website not found
230,NUMBER TWO ROYAL CRESCENT WHITBY MANAGEMENT COMPANY LIMITED,04375180,NUMBER 2 ROYAL CRESCENT,WHITBY,NORTH YORKSHIRE,,,YO21 3EJ,Private Limited Company,Active,United Kingdom,28/02/2017,,15/02/2016,98000 - Residents property management,,,,YO213EJ,YO21 3EJ,YO21 3EJ,54.489364,-0.6202439999999999,E37000039,,E10000023,E07000168,E05006340,Website not found
231,REGENT HOUSE MAINTENANCE LIMITED,02256154,REGENT HOUSE,7 ROYAL CRESCENT,WHITBY,NORTH YORKSHIRE,,YO21 3EJ,Private Limited Company,Active,United Kingdom,30/09/2017,,07/09/2015,98000 - Residents property management,,,,YO213EJ,YO21 3EJ,YO21 3EJ,54.489364,-0.6202439999999999,E37000039,,E10000023,E07000168,E05006340,Website not found
232,ROYAL CRESCENT (WHITBY) RESIDENTS COMPANY LIMITED,06700034,FLAT 1 10,ROYAL CRESCENT,WHITBY,NORTH YORKSHIRE,,YO21 3EJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,30/09/2016,,17/09/2015,94990 - Activities of other membership organizations n.e.c.,,,,YO213EJ,YO21 3EJ,YO21 3EJ,54.489364,-0.6202439999999999,E37000039,,E10000023,E07000168,E05006340,Website not found
233,ROYAL MANSIONS WHITBY RTM COMPANY LIMITED,06549953,ROYAL MANSIONS,1 ROYAL CRESCENT,WHITBY,NORTH YORKSHIRE,,YO21 3EJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,31/03/2017,,31/03/2016,98000 - Residents property management,98200 - Undifferentiated service-producing activities of private households for own use,,,YO213EJ,YO21 3EJ,YO21 3EJ,54.489364,-0.6202439999999999,E37000039,,E10000023,E07000168,E05006340,Website not found
234,109CB LIMITED,10553182,ST MARY'S HOUSE,RASKELF,YORK,,UNITED KINGDOM,YO61 3LG,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,68209 - Other letting and operating of own or leased real estate,,,,YO613LG,YO61 3LG,YO61 3LG,54.131723,-1.251135,E37000039,,E10000023,E07000164,E05009683,Website not found
235,RDH ENGINEERING (YORK) LTD,07085523,COPPERFIELD HOUSE CHURCH END,RASKELF,YORK,YORKSHIRE,,YO61 3LG,Private Limited Company,Active,United Kingdom,30/11/2016,TOTAL EXEMPTION FULL,24/11/2015,33190 - Repair of other equipment,,,,YO613LG,YO61 3LG,YO61 3LG,54.131723,-1.251135,E37000039,,E10000023,E07000164,E05009683,Website not found
236,11 CROMWELL ROAD MANAGEMENT COMPANY LIMITED,09741763,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,,UNITED KINGDOM,YO12 4DX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,31/08/2016,TOTAL EXEMPTION SMALL,,"01110 - Growing of cereals (except rice), leguminous crops and oil seeds",,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
237,A & A COMMERCIAL LIMITED,04760627,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,NORTH YORKSHIRE,,YO12 4DX,Private Limited Company,Active,United Kingdom,30/11/2016,TOTAL EXEMPTION SMALL,12/05/2016,74990 - Non-trading company,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
238,A SEDMAN PROPERTIES LTD,08297379,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,NORTH YORKSHIRE,ENGLAND,YO12 4DX,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION SMALL,19/11/2015,41202 - Construction of domestic buildings,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
239,ABEO LIMITED,05707540,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,NORTH YORKSHIRE,,YO12 4DX,Private Limited Company,Active,United Kingdom,28/02/2017,TOTAL EXEMPTION FULL,13/02/2016,70229 - Management consultancy activities other than financial management,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
240,ADL ELECTRICAL (YORKSHIRE) LTD,09829005,ROWAN HOUSE 7,WEST BANK,SCARBOROUGH,NORTH YORKSHIRE,UNITED KINGDOM,YO12 4DX,Private Limited Company,Active,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,,43210 - Electrical installation,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
241,ALL ABOUT ME @ TARVIN SANDS LTD,10683279,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,,UNITED KINGDOM,YO12 4DX,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,"55300 - Recreational vehicle parks, trailer parks and camping grounds",,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
242,AMAZIN PROPERTY DEVELOPMENT LIMITED,09093320,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,,,YO12 4DX,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,19/06/2016,41100 - Development of building projects,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
243,AMBASSADOR HOTEL (SCARBOROUGH) LIMITED,04738360,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,NORTH YORKSHIRE,ENGLAND,YO12 4DX,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION SMALL,09/04/2016,55100 - Hotels and similar accommodation,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,http://www.ambassadorhotelscarborough.co.uk/
244,AMBASSADOR SPA HOTEL LIMITED,08018960,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,NORTH YORKSHIRE,UNITED KINGDOM,YO12 4DX,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,04/04/2016,99999 - Dormant Company,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,http://www.ambassadorhotelscarborough.co.uk/
245,AMG SHEET METAL LIMITED,07021348,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,,,YO12 4DX,Private Limited Company,Active,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,16/09/2015,28250 - Manufacture of non-domestic cooling and ventilation equipment,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,http://www.rrengineering.com/
246,ANDY MESSRUTHER JOINERY LIMITED,07650449,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,NORTH YORKSHIRE,,YO12 4DX,Private Limited Company,Active,United Kingdom,31/07/2017,TOTAL EXEMPTION FULL,27/05/2016,43320 - Joinery installation,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
247,ANIMATED OBJECTS COMMUNITY ARTS LIMITED,08633074,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,,,YO12 4DX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,31/08/2017,TOTAL EXEMPTION FULL,01/08/2015,90030 - Artistic creation,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
248,ANIMATED OBJECTS THEATRE COMPANY LIMITED,08465413,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,,,YO12 4DX,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,28/03/2016,90030 - Artistic creation,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
249,ARB TRADING LIMITED,06630445,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,,,YO12 4DX,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,26/06/2016,"77390 - Renting and leasing of other machinery, equipment and tangible goods n.e.c.",,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
250,ASQUITH & CO ACCOUNTANTS LIMITED,05938956,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,NORTH YORKSHIRE,,YO12 4DX,Private Limited Company,Active,United Kingdom,31/10/2017,TOTAL EXEMPTION FULL,18/09/2015,69201 - Accounting and auditing activities,69202 - Bookkeeping activities,69203 - Tax consultancy,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
251,AXEUM LIMITED,07093477,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,,,YO12 4DX,Private Limited Company,Active,United Kingdom,31/05/2017,TOTAL EXEMPTION FULL,02/12/2015,46719 - Wholesale of other fuels and related products,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
252,BAKER WOODALL COMMERCIAL LIMITED,09633586,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,NORTH YORKSHIRE,,YO12 4DX,Private Limited Company,Active,United Kingdom,31/10/2016,TOTAL EXEMPTION SMALL,28/08/2015,68209 - Other letting and operating of own or leased real estate,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
253,BAKER WOODALL LIMITED,09633703,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,NORTH YORKSHIRE,UNITED KINGDOM,YO12 4DX,Private Limited Company,Active,United Kingdom,30/06/2017,TOTAL EXEMPTION FULL,11/06/2016,68209 - Other letting and operating of own or leased real estate,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
254,BALMORAL HOTEL & RESTAURANT LTD,10044499,ROWAN HOUSE 7,WEST BANK,SCARBOROUGH,,UNITED KINGDOM,YO12 4DX,Private Limited Company,Active,United Kingdom,31/08/2016,TOTAL EXEMPTION FULL,,55100 - Hotels and similar accommodation,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
255,BLAKE & BLAKE UK LTD,06705751,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,NORTH YORKSHIRE,,YO12 4DX,Private Limited Company,Active,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,24/09/2015,70229 - Management consultancy activities other than financial management,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,http://blakeandblakeuk.com/
256,BLUE CRUSH LIMITED,06255917,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,NORTH YORKSHIRE,,YO12 4DX,Private Limited Company,Active,United Kingdom,30/11/2016,TOTAL EXEMPTION SMALL,22/05/2016,56101 - Licensed restaurants,56302 - Public houses and bars,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,http://www.bluecrushbar.com/
257,BLUE HORIZON TECHNOLOGIES LTD,10474069,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,,UNITED KINGDOM,YO12 4DX,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,71121 - Engineering design activities for industrial process and production,,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,Website not found
258,BORO LIFTS LTD,10347888,ROWAN HOUSE,7 WEST BANK,SCARBOROUGH,,UNITED KINGDOM,YO12 4DX,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,33190 - Repair of other equipment,43290 - Other construction installation,,,YO124DX,YO12 4DX,YO12 4DX,54.273225,-0.41701400000000005,E37000039,,E10000023,E07000168,E05006324,http://www.scarboroughlifts.co.uk/
